channel;event_id;description
Windows;4883;Certificate Services retrieved an archived key
Windows;4884;Certificate Services imported a certificate into its database
Windows;4885;The audit filter for Certificate Services changed
Windows;4886;Certificate Services received a certificate request
Windows;4887;Certificate Services approved a certificate request and issued a certificate
Windows;4888;Certificate Services denied a certificate request
Windows;4889;Certificate Services set the status of a certificate request to pending
Windows;4890;The certificate manager settings for Certificate Services changed.
Windows;4891;A configuration entry changed in Certificate Services
Windows;4892;A property of Certificate Services changed
Windows;4893;Certificate Services archived a key
Windows;4894;Certificate Services imported and archived a key
Windows;4895;Certificate Services published the CA certificate to Active Directory Domain Services
Windows;4896;One or more rows have been deleted from the certificate database
Windows;4897;Role separation enabled
Windows;4898;Certificate Services loaded a template
Windows;4899;A Certificate Services template was updated
Windows;4900;Certificate Services template security was updated
Windows;4902;The Per-user audit policy table was created
Windows;4904;An attempt was made to register a security event source
Windows;4905;An attempt was made to unregister a security event source
Windows;4906;The CrashOnAuditFail value has changed
Windows;4907;Auditing settings on object were changed
Windows;4908;Special Groups Logon table modified
Windows;4909;The local policy settings for the TBS were changed
Windows;4910;The group policy settings for the TBS were changed
Windows;4911;Resource attributes of the object were changed
Windows;4912;Per User Audit Policy was changed
Windows;4913;Central Access Policy on the object was changed
Windows;4928;An Active Directory replica source naming context was established
Windows;4929;An Active Directory replica source naming context was removed
Windows;4930;An Active Directory replica source naming context was modified
Windows;4931;An Active Directory replica destination naming context was modified
Windows;4932;Synchronization of a replica of an Active Directory naming context has begun
Windows;4933;Synchronization of a replica of an Active Directory naming context has ended
Windows;4934;Attributes of an Active Directory object were replicated
Windows;4935;Replication failure begins
Windows;4936;Replication failure ends
Windows;4937;A lingering object was removed from a replica
Windows;4944;The following policy was active when the Windows Firewall started
Windows;4945;A rule was listed when the Windows Firewall started
Windows;4946;A change has been made to Windows Firewall exception list. A rule was added
Windows;4947;A change has been made to Windows Firewall exception list. A rule was modified
Windows;4948;A change has been made to Windows Firewall exception list. A rule was deleted
Windows;4949;Windows Firewall settings were restored to the default values
Windows;4950;A Windows Firewall setting has changed
Windows;4951;A rule has been ignored because its major version number was not recognized by Windows Firewall
Windows;4952;Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall
Windows;4953;A rule has been ignored by Windows Firewall because it could not parse the rule
Windows;4954;Windows Firewall Group Policy settings has changed. The new settings have been applied
Windows;4956;Windows Firewall has changed the active profile
Windows;4957;Windows Firewall did not apply the following rule
Windows;4958;Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer
Windows;4960;IPsec dropped an inbound packet that failed an integrity check
Windows;4961;IPsec dropped an inbound packet that failed a replay check
Windows;4962;IPsec dropped an inbound packet that failed a replay check
Windows;4963;IPsec dropped an inbound clear text packet that should have been secured
Windows;4964;Special groups have been assigned to a new logon
Windows;4965;IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI).
Windows;4976;During Main Mode negotiation, IPsec received an invalid negotiation packet.
Windows;4977;During Quick Mode negotiation, IPsec received an invalid negotiation packet.
Windows;4978;During Extended Mode negotiation, IPsec received an invalid negotiation packet.
Windows;4979;IPsec Main Mode and Extended Mode security associations were established.
Windows;4980;IPsec Main Mode and Extended Mode security associations were established
Windows;4981;IPsec Main Mode and Extended Mode security associations were established
Windows;4982;IPsec Main Mode and Extended Mode security associations were established
Windows;4983;An IPsec Extended Mode negotiation failed
Windows;4984;An IPsec Extended Mode negotiation failed
Windows;4985;The state of a transaction has changed
Windows;5024;The Windows Firewall Service has started successfully
Windows;5025;The Windows Firewall Service has been stopped
Windows;5027;The Windows Firewall Service was unable to retrieve the security policy from the local storage
Windows;5028;The Windows Firewall Service was unable to parse the new security policy.
Windows;5029;The Windows Firewall Service failed to initialize the driver
Windows;5030;The Windows Firewall Service failed to start
Windows;5031;The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Windows;5032;Windows Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network
Windows;5033;The Windows Firewall Driver has started successfully
Windows;5034;The Windows Firewall Driver has been stopped
Windows;5035;The Windows Firewall Driver failed to start
Windows;5037;The Windows Firewall Driver detected critical runtime error. Terminating
Windows;5038;Code integrity determined that the image hash of a file is not valid
Windows;5039;A registry key was virtualized.
Windows;5040;A change has been made to IPsec settings. An Authentication Set was added.
Windows;5041;A change has been made to IPsec settings. An Authentication Set was modified
Windows;5042;A change has been made to IPsec settings. An Authentication Set was deleted
Windows;5043;A change has been made to IPsec settings. A Connection Security Rule was added
Windows;5044;A change has been made to IPsec settings. A Connection Security Rule was modified
Windows;5045;A change has been made to IPsec settings. A Connection Security Rule was deleted
Windows;5046;A change has been made to IPsec settings. A Crypto Set was added
Windows;5047;A change has been made to IPsec settings. A Crypto Set was modified
Windows;5048;A change has been made to IPsec settings. A Crypto Set was deleted
Windows;5049;An IPsec Security Association was deleted
Windows;5050;An attempt to programmatically disable the Windows Firewall using a call to INetFwProfile.FirewallEnabled(FALSE
Windows;5051;A file was virtualized
Windows;5056;A cryptographic self test was performed
Windows;5057;A cryptographic primitive operation failed
Windows;5058;Key file operation
Windows;5059;Key migration operation
Windows;5060;Verification operation failed
Windows;5061;Cryptographic operation
Windows;5062;A kernel-mode cryptographic self test was performed
Windows;5063;A cryptographic provider operation was attempted
Windows;5064;A cryptographic context operation was attempted
Windows;5065;A cryptographic context modification was attempted
Windows;5066;A cryptographic function operation was attempted
Windows;5067;A cryptographic function modification was attempted
Windows;5068;A cryptographic function provider operation was attempted
Windows;5069;A cryptographic function property operation was attempted
Windows;5070;A cryptographic function property operation was attempted
Windows;5071;Key access denied by Microsoft key distribution service
Windows;5120;OCSP Responder Service Started
Windows;5121;OCSP Responder Service Stopped
Windows;5122;A Configuration entry changed in the OCSP Responder Service
Windows;5123;A configuration entry changed in the OCSP Responder Service
Windows;5124;A security setting was updated on OCSP Responder Service
Windows;5125;A request was submitted to OCSP Responder Service
Windows;5126;Signing Certificate was automatically updated by the OCSP Responder Service
Windows;5127;The OCSP Revocation Provider successfully updated the revocation information
Windows;5136;A directory service object was modified
Windows;5137;A directory service object was created
Windows;5138;A directory service object was undeleted
Windows;5139;A directory service object was moved
Windows;5140;A network share object was accessed
Windows;5141;A directory service object was deleted
Windows;5142;A network share object was added.
Windows;5143;A network share object was modified
Windows;5144;A network share object was deleted.
Windows;5145;A network share object was checked to see whether client can be granted desired access
Windows;5146;The Windows Filtering Platform has blocked a packet
Windows;5147;A more restrictive Windows Filtering Platform filter has blocked a packet
Windows;5148;"The Windows Filtering Platform has detected a DoS attack and entered a defensive mode; packets associated with this attack will be discarded."
Windows;5149;The DoS attack has subsided and normal processing is being resumed.
Windows;5150;The Windows Filtering Platform has blocked a packet.
Windows;5151;A more restrictive Windows Filtering Platform filter has blocked a packet.
Windows;5152;The Windows Filtering Platform blocked a packet
Windows;5153;A more restrictive Windows Filtering Platform filter has blocked a packet
Windows;5154;The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections
Windows;5155;The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections
Windows;5156;The Windows Filtering Platform has allowed a connection
Windows;5157;The Windows Filtering Platform has blocked a connection
Windows;5158;The Windows Filtering Platform has permitted a bind to a local port
Windows;5159;The Windows Filtering Platform has blocked a bind to a local port
Windows;5168;Spn check for SMB/SMB2 fails.
Windows;5169;A directory service object was modified
Windows;5170;A directory service object was modified during a background cleanup task
Windows;5376;Credential Manager credentials were backed up
Windows;5377;Credential Manager credentials were restored from a backup
Windows;5378;The requested credentials delegation was disallowed by policy
Windows;5379;Credential Manager credentials were read
Windows;5380;Vault Find Credential
Windows;5381;Vault credentials were read
Windows;5382;Vault credentials were read
Windows;5440;The following callout was present when the Windows Filtering Platform Base Filtering Engine started
Windows;5441;The following filter was present when the Windows Filtering Platform Base Filtering Engine started
Windows;5442;The following provider was present when the Windows Filtering Platform Base Filtering Engine started
Windows;5443;The following provider context was present when the Windows Filtering Platform Base Filtering Engine started
Windows;5444;The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started
Windows;5446;A Windows Filtering Platform callout has been changed
Windows;5447;A Windows Filtering Platform filter has been changed
Windows;5448;A Windows Filtering Platform provider has been changed
Windows;5449;A Windows Filtering Platform provider context has been changed
Windows;5450;A Windows Filtering Platform sub-layer has been changed
Windows;5451;An IPsec Quick Mode security association was established
Windows;5452;An IPsec Quick Mode security association ended
Windows;5453;An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started
Windows;5456;PAStore Engine applied Active Directory storage IPsec policy on the computer
Windows;5457;PAStore Engine failed to apply Active Directory storage IPsec policy on the computer
Windows;5458;PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer
Windows;5459;PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer
Windows;5460;PAStore Engine applied local registry storage IPsec policy on the computer
Windows;5461;PAStore Engine failed to apply local registry storage IPsec policy on the computer
Windows;5462;PAStore Engine failed to apply some rules of the active IPsec policy on the computer
Windows;5463;PAStore Engine polled for changes to the active IPsec policy and detected no changes
Windows;5464;PAStore Engine polled for changes to the active IPsec policy, detected changes, and applied them to IPsec Services
Windows;5465;PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully
Windows;5466;PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory cannot be reached, and will use the cached copy of the Active Directory IPsec policy instead
Windows;5467;PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, and found no changes to the policy
Windows;5468;PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, found changes to the policy, and applied those changes
Windows;5471;PAStore Engine loaded local storage IPsec policy on the computer
Windows;5472;PAStore Engine failed to load local storage IPsec policy on the computer
Windows;5473;PAStore Engine loaded directory storage IPsec policy on the computer
Windows;5474;PAStore Engine failed to load directory storage IPsec policy on the computer
Windows;5477;PAStore Engine failed to add quick mode filter
Windows;5478;IPsec Services has started successfully
Windows;5479;IPsec Services has been shut down successfully
Windows;5480;IPsec Services failed to get the complete list of network interfaces on the computer
Windows;5483;IPsec Services failed to initialize RPC server. IPsec Services could not be started
Windows;5484;IPsec Services has experienced a critical failure and has been shut down
Windows;5485;IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces
Windows;5632;A request was made to authenticate to a wireless network
Windows;5633;A request was made to authenticate to a wired network
Windows;5712;A Remote Procedure Call (RPC) was attempted
Windows;5888;An object in the COM+ Catalog was modified
Windows;5889;An object was deleted from the COM+ Catalog
Windows;5890;An object was added to the COM+ Catalog
Windows;6144;Security policy in the group policy objects has been applied successfully
Windows;6145;One or more errors occured while processing security policy in the group policy objects
Windows;6272;Network Policy Server granted access to a user
Windows;6273;Network Policy Server denied access to a user
Windows;6274;Network Policy Server discarded the request for a user
Windows;6275;Network Policy Server discarded the accounting request for a user
Windows;6276;Network Policy Server quarantined a user
Windows;6277;Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy
Windows;6278;Network Policy Server granted full access to a user because the host met the defined health policy
Windows;6279;Network Policy Server locked the user account due to repeated failed authentication attempts
Windows;6280;Network Policy Server unlocked the user account
Windows;6281;Code Integrity determined that the page hashes of an image file are not valid...
Windows;6400;BranchCache: Received an incorrectly formatted response while discovering availability of content.
Windows;6401;BranchCache: Received invalid data from a peer. Data discarded.
Windows;6402;BranchCache: The message to the hosted cache offering it data is incorrectly formatted.
Windows;6403;BranchCache: The hosted cache sent an incorrectly formatted response to the client's message to offer it data.
Windows;6404;BranchCache: Hosted cache could not be authenticated using the provisioned SSL certificate.
Windows;6405;BranchCache: %2 instance(s) of event id %1 occurred.
Windows;6406;%1 registered to Windows Firewall to control filtering for the following:
Windows;6407;0,01
Windows;6408;Registered product %1 failed and Windows Firewall is now controlling the filtering for %2.
Windows;6409;BranchCache: A service connection point object could not be parsed
Windows;6410;Code integrity determined that a file does not meet the security requirements to load into a process. This could be due to the use of shared sections or other issues
Windows;6416;A new external device was recognized by the system.
Windows;6417;The FIPS mode crypto selftests succeeded
Windows;6418;The FIPS mode crypto selftests failed
Windows;6419;A request was made to disable a device
Windows;6420;A device was disabled
Windows;6421;A request was made to enable a device
Windows;6422;A device was enabled
Windows;6423;The installation of this device is forbidden by system policy
Windows;6424;The installation of this device was allowed, after having previously been forbidden by policy
Windows;8191;Highest System-Defined Audit Message Value
